"id","name","swings_competitive","percent_swings_competitive","contact","avg_bat_speed","hard_swing_rate","squared_up_per_bat_contact","squared_up_per_swing","blast_per_bat_contact","blast_per_swing","swing_length","swords","batter_run_value","whiffs","whiff_per_swing","batted_ball_events","batted_ball_event_per_swing"
700250,"Rice, Ben",650,0.9052924791086351,506,"72.697002585",0.25538461538461543,0.36561264822134387,0.2846153846153846,0.19367588932806323,0.15076923076923077,"7.634050723",8,11.033473863830197,144,0.22153846153846155,256,0.39384615384615385
677649,"Duran, Ezequiel",633,0.9017094017094017,475,"72.657037725",0.26540284360189575,0.27789473684210525,0.20853080568720378,0.12421052631578948,0.09320695102685624,"7.130378499",11,-1.6953662387912676,158,0.24960505529225907,226,0.3570300157977883
678554,"Mead, Curtis",499,0.8990990990990991,420,"72.585493567",0.27254509018036066,0.3,0.25250501002004005,0.1523809523809524,0.1282565130260521,"7.067050842",8,1.7667857807008414,79,0.15831663326653306,207,0.4148296593186373
669477,"Schmitt, Casey",684,0.9071618037135278,550,"72.536867836",0.27923976608187134,0.33454545454545453,0.26900584795321636,0.1690909090909091,0.13596491228070176,"7.578788129",14,0.9857948104656782,134,0.195906432748538,280,0.4093567251461988
672724,"Peraza, Oswald",522,0.903114186851211,372,"72.531320747",0.2720306513409962,0.26881720430107525,0.19157088122605365,0.12903225806451613,0.09195402298850575,"7.59250136",10,-9.755093065454483,150,0.28735632183908044,170,0.32567049808429116
701398,"Stewart, Sal",737,0.9042944785276074,556,"72.496635929",0.28629579375848047,0.31654676258992803,0.23880597014925373,0.1564748201438849,0.11804613297150611,"7.595821995",24,-6.515742610975644,181,0.24559023066485752,274,0.37177747625508817
593428,"Bogaerts, Xander",499,0.9007220216606499,390,"72.48971483",0.28657314629258523,0.34615384615384615,0.27054108216432865,0.13846153846153847,0.10821643286573146,"7.405228437",17,-16.025839063526867,109,0.218436873747495,212,0.4248496993987976
607043,"Nimmo, Brandon",688,0.9040735873850198,538,"72.47206266",0.28343023255813954,0.3475836431226766,0.27180232558139533,0.17472118959107807,0.13662790697674418,"6.996830392",17,-15.470161022109533,150,0.2180232558139535,253,0.36773255813953487
657041,"Thomas, Lane",463,0.904296875,376,"72.465180626",0.2397408207343412,0.3191489361702128,0.2591792656587473,0.1356382978723404,0.1101511879049676,"6.882904665",16,-11.53899283415615,87,0.1879049676025918,185,0.39956803455723544
677942,"Alexander, Blaze",454,0.906187624750499,340,"72.448403326",0.2533039647577092,0.3411764705882353,0.2555066079295154,0.15,0.11233480176211454,"7.455714229",7,-7.305648878811198,114,0.2511013215859031,157,0.3458149779735683
802139,"Wetherholt, JJ",673,0.9082321187584346,548,"72.345046657",0.22288261515601782,0.3740875912408759,0.30460624071322434,0.14416058394160583,0.11738484398216939,"7.566170505",14,-20.719103109850032,125,0.18573551263001487,302,0.4487369985141159
642715,"Adames, Willy",700,0.9020618556701031,517,"72.3371398",0.2557142857142858,0.2940038684719536,0.21714285714285714,0.11992263056092843,0.08857142857142856,"8.185047829",10,-5.812730970207309,183,0.26142857142857145,254,0.3628571428571429
606192,"Hernández, Teoscar",453,0.9041916167664671,316,"72.277976733",0.2317880794701987,0.33860759493670883,0.23620309050772628,0.17088607594936708,0.11920529801324503,"7.739993488",11,-13.13439702075094,137,0.30242825607064017,161,0.3554083885209713
665161,"Peña, Jeremy",440,0.9034907597535934,320,"72.214864682",0.13636363636363638,0.334375,0.2431818181818182,0.140625,0.10227272727272728,"7.440119523",8,-0.5346115424844022,120,0.2727272727272727,171,0.3886363636363636
671218,"Ramos, Heliot",500,0.9041591320072333,364,"72.18930524",0.24,0.32142857142857145,0.234,0.15934065934065933,0.116,"6.8738804",7,-9.494523161203881,136,0.272,167,0.334
678662,"Tovar, Ezequiel",691,0.9009126466753585,489,"72.174819841",0.21707670043415345,0.25153374233128833,0.17800289435600578,0.08997955010224949,0.06367583212735166,"7.617775137",13,-32.90227018721126,202,0.29232995658465993,210,0.30390738060781475
665742,"Soto, Juan",481,0.900749063670412,397,"72.131657401",0.2681912681912684,0.42317380352644834,0.3492723492723493,0.21662468513853905,0.1787941787941788,"7.091708669",26,5.745510651571758,84,0.17463617463617465,222,0.46153846153846156
664023,"Happ, Ian",719,0.9044025157232705,500,"72.059820974",0.19888734353268428,0.282,0.19610570236439498,0.142,0.09874826147426982,"6.894147691",7,-15.886095216099417,219,0.3045897079276773,217,0.30180806675938804
686681,"Massey, Michael",458,0.9015748031496063,377,"72.022044039",0.1419213973799127,0.363395225464191,0.29912663755458513,0.129973474801061,0.10698689956331878,"7.177584694",10,-6.676944650442988,81,0.17685589519650655,201,0.4388646288209607
664034,"France, Ty",501,0.9043321299638989,366,"72.015132695",0.19960079840319364,0.3087431693989071,0.22554890219560877,0.17759562841530055,0.12974051896207583,"7.553755349",17,-0.2543890826670123,135,0.2694610778443114,162,0.32335329341317365
592626,"Pederson, Joc",500,0.9009009009009009,359,"71.98471174",0.19200000000000003,0.3732590529247911,0.268,0.17827298050139276,0.128,"7.46343998",8,-3.667279628920159,141,0.282,182,0.364
