"id","name","bat_side","side","avg_batter_y_position","avg_batter_x_position","avg_foot_sep","avg_stance_angle","avg_intercept_y_vs_batter","avg_intercept_y_vs_plate"
695734,"Lile, Daylen","L","L",30.476811213597397,25.021603999316827,25.387199413362993,-13.815559002638485,29.844325632240672,-0.6324855813567274
682928,"Abrams, CJ","L","L",28.376222772281324,29.57522081978358,32.90543907220811,-7.864994162139171,32.37973680996894,4.003514037687619
624413,"Alonso, Pete","R","R",24.240344949606268,26.836215390336747,33.0183327374236,-0.6865034603093093,27.93843488272808,3.698089933121811
701398,"Stewart, Sal","R","R",20.957304357487057,29.564577684135287,34.29163236156744,-13.2026337758635,28.743263648913835,7.7859592914267814
682985,"Greene, Riley","L","L",30.83291012568818,24.561947479451966,27.138229443519258,-8.853513677499155,33.353999605307685,2.5210894796194947
678882,"Rafaela, Ceddanne","R","R",29.72916344328389,25.927836128907,23.691742231509533,-11.049913662451736,31.335434146430828,1.6062707031469348
672960,"Okamoto, Kazuma","R","R",26.467209110822477,27.521048919811417,23.085547805070675,2.981352571216136,30.094755149015093,3.6275460381926172
663586,"Riley, Austin","R","R",28.964253041151643,28.861312072340418,29.700201362530763,-7.744443498964565,35.701585781005626,6.737332739853974
676475,"Burleson, Alec","L","L",32.16280350847453,21.940414527690134,21.986848774350698,-26.815382032867404,31.53930614542847,-0.6234973630460683
691023,"Walker, Jordan","R","R",26.687236172295254,32.199479403866995,21.92930658468973,-2.741250244881996,31.407649729415347,4.720413557120087
677594,"Rodríguez, Julio","R","R",20.8558721562495,29.794175217078617,33.369315975997026,-1.0018099907344191,33.7168022520177,12.860930095768198
695657,"Montgomery, Colson","L","L",28.61865005347121,27.78349742812131,26.275364212932868,-11.924432363029931,33.25281620463694,4.634166151165726
666018,"Aranda, Jonathan","L","L",26.538895521424738,29.37446007884704,32.09053127835793,-14.37675831546571,25.982285245282398,-0.5566102761423461
643289,"Dubón, Mauricio","R","R",31.159599234429017,27.451392260424807,30.12059266369333,-40.64626033549749,27.45634683801843,-3.7032523964105923
695578,"Wood, James","L","L",30.811638884980496,27.524752795191624,30.83401041486938,-21.239843112284923,35.03225739130397,4.220618506323472
642715,"Adames, Willy","R","R",30.131955287292676,29.05227161559275,32.334912522437655,-0.04269984856382202,30.51049561600455,0.37854032871188
683737,"Busch, Michael","L","L",29.56889421879531,27.823478074597496,29.782810230746772,-0.07030099312342486,33.330351787515966,3.761457568720648
592518,"Machado, Manny","R","R",27.926003569072464,30.98759690691906,27.806119966416464,-40.30471032953596,31.12595181887732,3.1999482498048595
693304,"Gonzales, Nick","R","R",32.3163117640708,26.56186129499968,26.783095613837396,-22.08843641984276,27.264000665929373,-5.052311098141426
663656,"Tucker, Kyle","L","L",29.761557589961665,27.378338093896094,35.27541605092721,-1.1237535844844317,28.350135024948788,-1.4114225650128704
671056,"Herrera, Iván","R","R",30.819264918864587,26.645668648811455,35.899318073733966,-45.62179165229359,34.213607460999995,3.394342542135415
678246,"Vargas, Miguel","R","R",31.746073708451043,27.53328522730283,23.51569588654515,-6.981136603835571,35.22951129794799,3.48343758949694
696100,"Goodman, Hunter","R","R",28.208532818661155,30.160473672623425,19.684324597622833,-17.866789986026866,38.73871992949029,10.530187110829134
671739,"Harris II, Michael","L","L",29.9334967024403,28.37051701615216,21.510676911310345,-26.25575179380119,31.632432196901767,1.6989354944614667
678662,"Tovar, Ezequiel","R","R",28.598116381784834,24.375290051959617,37.23886372262079,1.2066907615894542,30.408681549377295,1.8105651675924586
668930,"Turang, Brice","L","L",31.63570058762892,24.93634798817579,24.65163072230816,0.9831855419244706,31.002926794257853,-0.6327737933710696
702284,"Young, Cole","L","L",29.988027310889496,21.76851516438476,21.739449137059623,-29.28400660224907,30.07172760518722,0.08370029429773469
669016,"Marsh, Brandon","L","L",27.71614325722414,31.39563255705734,34.007012898444096,-8.440683260740403,28.293668044401915,0.577524787177783
607043,"Nimmo, Brandon","L","L",26.76037114873578,29.614772179392283,27.360358931368477,-13.593485540044952,29.153689089926672,2.393317941190903
805808,"McGonigle, Kevin","L","L",28.98170389742218,28.17802922968523,37.18387611038249,2.6477222588101696,35.645634647938785,6.663930750516589
682998,"Carroll, Corbin","L","L",30.403542958054068,31.006302088630278,24.125207032812156,-8.29306597400447,33.90206840874605,3.4985254506919783
669477,"Schmitt, Casey","R","R",27.240300269389348,24.034115078070197,27.69526006542606,4.842471849090239,31.87616699807943,4.635866728690079
680776,"Duran, Jarren","L","L",28.653195569423747,29.552069955658702,25.83864121949037,-0.026599293787398295,34.051994709183504,5.398799139759753
650490,"Díaz, Yandy","R","R",28.265006508050256,30.218655840147946,28.537562497986496,-27.576009935994968,28.809550160217007,0.5445436521667516
668227,"Arozarena, Randy","R","R",22.684930216664227,24.010162025233168,19.92253104430548,5.20884514661389,28.782758684229,6.097828467564772
660271,"Ohtani, Shohei","L","L",30.816149158119188,31.317717199089408,33.73928302315871,-8.649760222581625,26.387932712656692,-4.428216445462491
608324,"Bregman, Alex","R","R",29.86314455304233,24.58984084176772,29.464250233088027,3.5639260546443423,32.7782189991903,2.9150744461479805
670623,"Paredes, Isaac","R","R",30.778026414588133,24.542072878258455,29.741541615994564,-37.77948785394191,35.937075677409865,5.1590492628217275
641355,"Bellinger, Cody","L","L",33.33886810884024,21.558380138895966,23.297971989267527,-21.339807409042372,29.267189409488044,-4.071678699352188
650333,"Arraez, Luis","L","L",34.37734691505529,26.122220369069694,27.476709875411018,-26.640779554921586,33.30082543498883,-1.076521480066469
670541,"Alvarez, Yordan","L","L",27.235881726217265,28.961250576543804,39.00973207636806,-9.27038672920881,35.078596115542155,7.84271438932488
679529,"Torkelson, Spencer","R","R",30.95036602353225,28.70012393045354,27.394850255610727,-9.641174849612302,30.65734537914114,-0.29302064439111075
802139,"Wetherholt, JJ","L","L",33.27656973769563,27.634652990978996,22.430390675165008,-29.932804603495867,28.977045794648213,-4.299523943047413
701807,"Benge, Carson","L","L",28.275703597878696,26.11265360495075,34.08203522205803,-9.645179248720119,33.429404542463054,5.1537009445843545
669394,"Burger, Jake","R","R",22.36513942228716,31.286682158065094,25.609575196331093,4.81104584976523,32.61100432614595,10.2458649038588
665487,"Tatis Jr., Fernando","R","R",26.660693703224375,29.43010466275707,26.031858335929375,-23.200592657315738,30.062600165655667,3.401906462431292
575929,"Contreras, Willson","R","R",26.691111601990247,27.27851447350101,32.11402315674343,-10.474586911098495,32.01292086015754,5.321809258167299
701358,"Smith, Cam","R","R",29.875626475244587,31.22156802549474,33.846939200132574,-2.295367716405652,33.09395632111537,3.21832984587079
681198,"Rumfield, TJ","L","L",28.538120976807075,24.430041261012956,33.68572360580781,-30.038128576258536,32.80012339988077,4.262002423073674
663538,"Hoerner, Nico","R","R",28.17269813343001,28.81478277085724,32.9826218508142,-10.305849779425685,25.81227287874577,-2.360425254684243
691406,"Caminero, Junior","R","R",27.635613902762472,29.120743097739883,27.707855194637556,-32.01707599284916,37.58829127608392,9.952677373321444
700250,"Rice, Ben","L","L",32.949323200698004,28.057659425703456,35.080458617324744,-30.03351717043139,28.28599906544516,-4.663324135252842
676391,"Clement, Ernie","R","R",23.029547418568317,27.39252151170714,27.53018366422146,-0.5440443298045442,33.02540333149016,9.995855912921844
693307,"Dingler, Dillon","R","R",28.03208055314229,27.86305993662378,37.47706688517323,-20.74668056328674,30.334360685444256,2.3022801323019593
695506,"Caglianone, Jac","L","L",22.325311186285184,29.97114494688496,40.42007694138342,-10.60533537002178,29.724356304097398,7.399045117812206
665489,"Guerrero Jr., Vladimir","R","R",28.640673198352513,28.95566763388351,29.163630141720127,-9.806809184428463,33.89458404866871,5.253910850316206
669127,"Langeliers, Shea","R","R",28.555146190564873,30.94097526139339,34.2231053023226,-26.67632265061403,34.8245795079502,6.269433317385306
621020,"Swanson, Dansby","R","R",31.800308975045173,27.266231166299935,22.89732487083332,-13.690474926159864,33.87589647599599,2.075587500950825
695600,"Jensen, Carter","L","L",26.297997502295544,26.363182833716696,34.08530648044546,-8.129542812567001,37.78413951879609,11.486142016500542
677649,"Duran, Ezequiel","R","R",28.550183352744504,26.48723434155605,26.807710755414043,-9.745795714620847,28.846857735429637,0.2966743826851382
701762,"Kurtz, Nick","L","L",22.95985943642133,29.277796761913272,30.153587485219624,-17.22820821296014,23.85847030322203,0.898610866800705
665019,"Clemens, Kody","L","L",32.779268962797346,26.088995599109367,31.967883500796002,-31.630939064886633,33.545828521790305,0.7665595589929626
677951,"Witt Jr., Bobby","R","R",26.38984359288755,25.807519868127077,32.428411453528255,-16.43134120616693,28.590528201476626,2.200684608589078
672640,"Lopez, Otto","R","R",27.678711987250427,27.747265507577733,32.2678734360349,-3.289294010422572,32.66102568034748,4.982313693097059
