"id","name","bat_side","side","avg_batter_y_position","avg_batter_x_position","avg_foot_sep","avg_stance_angle","avg_intercept_y_vs_batter","avg_intercept_y_vs_plate"
663968,"Mangum, Jake","L","L",29.530442738501673,29.865213832676954,28.809957297941637,1.2025898135568789,19.508762252692453,-10.021680485809226
682829,"De La Cruz, Elly","L","L",28.47248811815117,28.820807685270456,35.25469811011468,-16.43202140387642,36.70058146597023,8.22809334781905
608070,"Ramírez, José","L","L",30.71858351114959,21.67616699376089,27.721829673222658,-17.181929310029307,33.00112904133595,2.28254553018637
683083,"Nuñez, Nasim","L","L",27.161801521919735,28.889707915017055,32.82014558729084,4.620850902274051,28.528126432515002,1.366324910595273
665750,"Taveras, Leody","L","L",26.710902514153894,25.961699108120733,29.31976826301401,-13.179997830779751,32.93571774395528,6.22481522980139
545121,"Vargas, Ildemaro","L","L",9.15081502174099,24.38339053930095,33.50693923111735,-14.503323184436784,25.84020210884442,16.689387087103434
645277,"Albies, Ozzie","R","R",32.32635625261874,16.66653777407673,30.13263284712518,-56.52644876340604,38.301903644854434,5.975547392235693
686555,"Collins, Isaac","L","L",28.47432723302098,28.243121178578296,33.250498071171805,-10.9527375589035,30.684137066124784,2.2098098331038027
682657,"Martínez, Angel","L","L",32.440817463492806,25.208280740533088,30.424820505378463,-18.82998807512673,35.18116070216155,2.740343238668728
668939,"Rutschman, Adley","L","L",27.777982571201218,25.63832153582582,37.40778453773679,-19.861515836210287,27.08338448561658,-0.6945980855846428
668804,"Reynolds, Bryan","R","R",28.245080177804258,28.362760258703123,30.78098570997716,-0.4760878095711147,26.99710383516493,-1.247976342639329
650489,"Castro, Willi","R","R",30.625490846743315,27.038024108276133,28.53749937858652,2.806027540786388,29.990349762335796,-0.6351410844075154
605137,"Bell, Josh","R","R",30.509322206978563,27.158824419861954,33.85134477750753,-12.163247372076581,26.191469664417994,-4.317852542560572
686797,"Lee, Brooks","R","R",24.49313351909862,30.361926910110267,38.183905461163604,1.5678405758857408,31.631258933643565,7.13812541454495
677587,"Rocchio, Brayan","R","R",25.802084385780294,24.261029182766915,40.36651664066886,-2.1677464174837797,31.09412939639608,5.292045010615777
664023,"Happ, Ian","R","R",29.816759324658417,26.759843154722134,24.319375703509817,-6.701281608435318,34.00918660935932,4.19242728470091
663728,"Raleigh, Cal","R","R",27.73491983697805,24.942309252867098,28.46435013397729,-3.562869425170379,36.8113075586635,9.076387721685457
606466,"Marte, Ketel","R","R",28.342364903232315,24.86559798832272,18.85554291009245,6.0321398616124595,36.76002821584115,8.417663312608845
683083,"Nuñez, Nasim","R","R",30.00566127558185,29.83570365451608,30.56402039430893,3.9397627334572554,28.608582256128376,-1.3970790194534615
672695,"Perdomo, Geraldo","R","R",22.032662246174812,24.637424684895496,45.32904406520901,-10.897271334988416,28.154401234194637,6.121738988019823
686555,"Collins, Isaac","R","R",29.36129588879561,28.911847430003466,34.50985890465974,-23.608886063873555,36.40491479922844,7.043618910432817
682829,"De La Cruz, Elly","R","R",30.536205912221924,30.11023697286551,32.6458193890916,-12.773419970601182,36.901327103753246,6.365121191531329
665750,"Taveras, Leody","R","R",28.217559773182945,29.897900381757406,29.091642799398155,-2.110103293763976,30.592456428440567,2.374896655257624
545121,"Vargas, Ildemaro","R","R",25.91645267395161,25.90431505910593,27.43621043477081,-11.093543191733387,31.8165693140126,5.9001166400609835
668939,"Rutschman, Adley","R","R",26.896273096882695,26.540693991774095,39.26715359694917,-8.072659489955342,28.250069099441134,1.3537960025584526
608070,"Ramírez, José","R","R",29.822677803713514,24.835000987187097,28.607740975773503,-10.227594553140912,32.88222858329958,3.0595507795860724
669364,"Edwards, Xavier","R","R",19.431325484942125,22.854512313545964,28.860038499886386,-9.010526091500216,33.52042927541504,14.089103790472926
663968,"Mangum, Jake","R","R",28.878283837611793,27.400203579985803,28.74441085281832,-0.17344056592808288,24.83108644864856,-4.047197388963236
682657,"Martínez, Angel","R","R",31.07204857872955,23.673573772333118,30.336232732545252,-20.598340649798324,40.96708717134799,9.895038592618441
